id;documento
40;Um terremoto de 6,8 graus na escala Richter atingiu a costa noroeste do Japão nesta segunda-feira, 16, matando pelo menos sete pessoas na cidade de Kashiwazaki e deixando outros 700 feridos. Equipes de resgate continuam procurando por pessoas em meio aos escombros. Chamas e rolos de fumaça preta foram vistos na usina nuclear de Kashiwazaki, que foi automaticamente fechada durante o terremoto. Segundo a TV NHK, o fogo atingiu um transformador de eletricidade e não houve vazamento de radiação. A força do abalo danificou estradas e pontes na costa. Cerca de 2 mil moradores de Kashiwazaki, a cidade mais afetada pelo tremor, tiveram de deixar suas casas. Cerca de 300 edifícios da cidade ficaram destruídos. Rachaduras de um metro de largura foram vistas no solo ao longo do litoral. A Agência de Meteorologia divulgou alertas de tsunami para o estado de Niigata e a região costeira das redondezas, mas por fim o aviso foi cancelado. O tremor atingiu a região às 10h13 (horário local, 22h13 de domingo, em Brasília) e seu epicentro foi localizado a 260 km da costa de Niigata, ao nordeste da capital, Tóquio, onde também foi sentido. Uma série de pequenos abalos secundários atingiu a área, dentre eles um de 4,2 graus. Segundo Koichi Uhira, da Agência de Meteorologia, esses tremores podem continuar por uma semana. Vários serviços de trem bala ligando Tóquio ao norte e ao nordeste do país foram suspensos. Informações oficiais indicam que o fornecimento de água e gás para as 35 mil residências de Kashiwazaki foi cortado depois que foram constatados vazamentos de gás. Cerca de 27 mil famílias estavam sem energia elétrica na manhã desta segunda-feira em Niigata.
41;"O Parlamento da Turquia aprovou por ampla maioria (507 votos contra 19), nesta quarta-feira, um pedido do governo para permitir que tropas do país cruzem a fronteira para o norte do Iraque, a fim de combater rebeldes separatistas curdos refugiados na região montanhosa. A medida fez com que o preço do petróleo disparasse no cenário internacional , mas a Petrobras garantiu que isso não interferirá no mercado de combustíveis brasileiro. Pouco antes de o Congresso dar o sinal verde à operação militar, o primeiro-ministro da Turquia, o islamita Recep Tayyip Erdogan, disse que ""a paciência do povo turco se esgotou"" com as ações dos guerrilheiros separatistas curdos do Partido dos Trabalhadores do Curdistão (conhecido como PKK) que estão refugiados no Norte do Iraque. A possibilidade de incursão militar da Turquia, que é membro da Otan (organização militar que reúne 26 países, entre eles EUA, Grã-Bretanha, França e Alemanha), no Iraque está deixando a Casa Branca em estado de alerta. O presidente dos EUA, George W. Bush, pediu nesta quarta-feira que o Exército turco busque uma solução diplomática para a questão. Washington teme que uma incursão turca possa desestabilizar a mais pacífica região iraquiana e, provavelmente, toda a região do Oriente Médio, levando o Irã, seu arquiinimigo, a intervir. A Comissão Européia, por sua vez, exortou a Turquia a respeitar a integridade do território iraquiano. - É crucial que a Turquia continue a atacar esse problema pela cooperação entre as autoridades relevantes - declarou Krisztina Nagy, porta-voz da Comissão Européia. Erdogan deu de ombros às preocupações de aliados da Otan: - O que importa é o que o Parlamento diz. O premier está sob forte pressão interna por causa de uma série de ataques cometidos por guerrilheiros curdos que usam o Norte do Iraque como base. Em Istambul, maior cidade turca, professores e estudantes realizaram grande manifestação contra o terrorismo e a política externa dos EUA."
42;"A torcida recebeu Bernardinho com vaias e gritos de ""Ricardinho"" na estréia da seleção de vôlei no Pan do Rio, ontem. Nem o levantador Bruninho, filho do técnico e novo jogador da equipe, foi poupado. Quando ele entrou em quadra, no fim do primeiro set, o Maracanãzinho, lotado, dividiu-se entre apupos e gritos de incentivo. Quando o nome do treinador foi anunciado, parte dos torcedores também o vaiou. As arquibancadas estavam cheias de cartazes de apoio ao levantador Ricardinho, cortado no sábado. O time atuou com faixas pretas nos braços em homenagem às vítimas do acidente em Congonhas. Em quadra, foi a equipe que mostrou distanciamento do técnico. No banco, ele tinha de procurar os jogadores, um por um, para dar instruções. Bernardinho também foi muito mais contido do que costuma ser durante a partida, gritou e gesticulou pouco, nos erros e nos acertos. ""Não somos unanimidade como querem fazer crer, nem tão ruins como podem fazer parecer. As vaias também são boas porque te colocam em uma dimensão mais humana. Quantas vezes não fui vaiado porque os torcedores queriam ver o William jogar?"", perguntou o técnico. Mesmo com altos e baixos, a equipe brasileira não teve muito trabalho para superar o fraco time do Canadá por 3 sets a 0 (25/18, 25/19 e 25/17), em uma hora e dez minutos. O confronto de hoje será contra Cuba, às 22h. Os cubanos são considerados por Bernardinho como os rivais mais perigosos da fase classificatória. ""Eles são uma fábrica de fazer atletas, têm muito vigor físico e saque e ataque muito pesados"", afirmou o treinador. Para essa partida, os jogadores esperam uma posição diferente da torcida. Ontem, vários se mostraram contrariados com as vaias. ""Foi muito chato. Fiquei surpreso porque ninguém espera isso quando joga em casa. O Ricardinho faz falta, mas a responsabilidade foi passada para o Marcelinho e o Bruno, e a torcida tem que apoiá-los"", disse Escadinha. Bruninho, que faz sua estréia em Pans, minimizou a hostilidade dos torcedores. E, após a partida, fez questão de cumprimentar Marcelinho, novo levantador titular, pela atuação. ""Ouvi alguma coisa [vaias] quando eu entrei. É normal, todo mundo queria que o Ricardinho estivesse aqui, eu também. Mas, com o tempo, a torcida vai se acostumar e apoiar, como fez no restante do jogo"", afirmou. Na quadra, a seleção mostrou estar bastante nervosa. Cometeu vários erros de ataque no começo do jogo, principalmente com Giba, só o quarto maior pontuador do time (8 pontos). No total, a equipe cedeu 14 pontos ao adversário, pouco se comparado aos 29 dos canadenses, que ofereceram resistência apenas no terceiro set. O destaque foi Dante, que anotou 12 pontos -3 aces. ""A gente sentiu a tensão da estréia. Se a gente perdesse..."", disse Anderson."
43;"O presidente Luiz Inácio Lula da Silva afirmou nesta segunda-feira, durante o programa de rádio ""Café com o Presidente"", que ficou triste com as vaias que recebeu durante a abertura oficial da 15ª edição dos Jogos Pan-Americanos, realizada no estádio do Maracanã, no Rio de Janeiro. ""A vaia e o aplauso são dois momentos de reação do ser humano. A única coisa que eu, particularmente, fico triste é que eu fui preparado para uma festa. É como se eu fosse convidado para o aniversário de um amigo meu, chegasse lá e encontrasse um grupo de pessoas que não queria a minha presença lá. Eu tenho certeza de que não é esse o pensamento do Rio de Janeiro. Depois que terminou o evento, várias pessoas vieram dizer que tinha sido organizado, que gente tinha recebido o convite. A mim, não me interessa o que aconteceu, já aconteceu. O importante é que foi uma abertura extraordinária dos Jogos Pan-Americanos"", afirmou. Lula ainda comentou a importância do Pan para o Rio. ""Eu tenho consciência do que representa o Rio para o Brasil. Eu tenho consciência de que o povo do Rio de Janeiro tem sua auto-estima nesse momento muito melhor do que tinha três, quatro anos atrás. Nós vamos trabalhar, nós temos muitos projetos para trabalhar no Rio de Janeiro e vamos trabalhar no Rio de Janeiro. Isso [as vaias] não muda um milímetro do meu comportamento com o Rio de Janeiro. O Rio de Janeiro a gente poderia dizer continua lindo e merece que o governo federal faça o que for possível para o Rio de Janeiro."" E reiterou: ""A festa foi uma coisa extraordinária. Antes da festa, eu tive a oportunidade de visitar a Vila Olímpica e conversar com atletas de vários países do mundo que estavam lá. Era unânime dizer que ninguém nunca tinha visto nada com a qualidade que o Brasil estava oferecendo na Vila Olímpica. Os atletas dizendo sobre as quadras que eles iriam participar"". O presidente também falou sobre os investimentos do governo federal para os centros esportivos. ""Eu acredito que é preciso que todos nós brasileiros tenhamos consciência de que o Rio de Janeiro merecia um evento dessa magnitude. Merecia os investimentos que o governo federal colocou lá, R$ 2 bilhões. Colocamos porque nós temos consciência de que o Rio de Janeiro é um Estado importante para o Brasil, que é importante a gente mostrar uma qualidade extraordinária dos serviços que nós estamos oferecendo, sobretudo para o local dos eventos em que os atletas vão participar, para a questão da segurança pública."""
44;O CGE (Centro de Gerenciamento de Emergências) da Prefeitura de São Paulo registrava oito pontos de alagamento na cidade, às 9h30 desta segunda-feira. Naquele horário, segundo a CET (Companhia de Engenharia de Tráfego), havia 110 km de congestionamento em toda a cidade enquanto a média para o horário era de 76 km. O congestionamento esteve ainda maior às 9h, quando chegou a 113 km de extensão para uma média de 32 km. Segundo o CGE, às 9h30 havia alagamentos no viaduto José Colassuono, na pista expressa da avenida Alcântara Machado, sentido bairro, altura da rua Doutor Fomm, na avenida Airton Pretini, sentido centro, na avenida Magalhães de Castro, sentido Castello Branco, na avenida das Nações Unidas, sentido Castello Branco, na rua João Alfredo, sentido centro, na marginal Tietê, sentido centro, e na avenida Otaviano Alves de Lima, sentido Castello Branco. O estado de atenção na cidade foi suspenso às 9h25. Ele havia sido decretado pelo CGE devido ao risco de que novos alagamentos surgissem. Os motoristas, ainda às 9h30, enfrentavam trânsito lento principalmente na pista expressa da marginal Pinheiros, sentido Interlagos, no corredor norte-sul (avenidas 23 de Maio, Rubem Berta e Moreira Guimarães), sentido Santana, na Radial Leste, sentido centro, e na avenida dos Bandeirantes, sentido marginal. Não havia registro de acidentes graves, ainda às 9h30. O Corpo de Bombeiros de São Paulo registrava apenas uma ocorrência grave ligada à chuva, às 9h30. Três pessoas --incluindo uma criança-- teriam ficado ilhadas em uma casa na rua Quimili, no Jardim Alfredo (zona sul de São Paulo). Não há informações sobre o estado de saúde dos envolvidos.
45;"O ministro da Fazenda, Guido Mantega, apresentou nesta terça-feira a proposta do governo em troca do apoio do PSDB na votação da PEC (Proposta de Emenda Constitucional) que prorroga a cobrança da CPMF (Contribuição Provisória sobre Movimentação Financeira) até 2011. A proposta prevê isenção de CPMF para trabalhadores assalariados que recebem até R$ 4.340 mensais. O PSDB, entretanto, considerou insuficiente. Ao final do encontro, os senadores tucanos disseram que esperam que o governo apresente uma contraproposta nas próximas horas. ""Vamos fazer uma análise global [da proposta]. Isso é nitidamente insuficiente para convencer o PSDB"", afirmou o líder do partido no Senado, Arthur Virgílio (AM). A proposta inicial do governo previa isenção para salários de até R$ 1.640 por mês. Mantega informou aos tucanos que as medidas apresentadas hoje representariam uma isenção de R$ 4 bilhões no ano que vem e chegaria a cinco em 2009. Desse total, R$ 2,68 bilhões seriam só de CPMF. Para Virgílio, o governo ainda pode avançar na proposta. ""Sentimos que eles ainda têm um limite de gordura para queimar."" Ele defende que o governo caminhe no sentido de reduzir o gasto público e a carga tributária. Os tucanos esperam agora uma melhora da proposta do governo. A que foi feita hoje será levada para o conhecimento da bancada. ""Nós queremos que se faça mais ou o governo vai ter que concordar com o voto contrário"", ameaçou o senador. Segundo o presidente nacional da legenda, senador Tasso Jereissati (CE), o PSDB adiou a reunião, prevista para hoje à noite, porque a proposta seria ""muito complexa"" e precisa ser estudada. ""A proposta do governo não mexe no bolso dele. É só mudança no fluxo de caixa"", afirmou ele as propostas de desonerações para as empresas. A PEC que prorroga a cobrança da CPMF está tramitando no Senado, onde precisa de 49 votos para ser aprovada. A proposta apresentada hoje dá isenção total para os salários até R$ 4.340. Acima desse valor, a isenção é parcial limitada a R$ 214 no ano. Para uma renda de até R$ 1.640, a compensação seria feita por meio da contribuição ao INSS (Instituto Nacional do Seguro Social). Acima desse valor e até R$ 4.340, o trabalhador teria uma espécie de bônus na declaração do Imposto de Renda que fará com que ele receba uma restituição maior ou pague menos impostos. O valor está limitado a R$ 214, que é o equivalente ao ""imposto do cheque"" incidente sobre um salário de R$ 4.340 pelo período de um ano (incluindo o 13º salário). Quem ganha mais de R$ 4.340 também, na proposta do governo, poderá usar esse abatimento, mas limitado a R$ 214. Outra novidade é que o governo propôs é limitar o crescimento de gastos correntes em 2,5% ao ano --já descontada a inflação."
46;O ministro da Defesa, Nelson Jobim, deve encaminhar o nome da economista Solange Vieira para assumir uma das diretorias da Agência Nacional de Aviação Civil (Anac). Ainda não está definida a diretoria que a economista vai assumir. Inicialmente, Solange Vieira, que é assessora especial de Jobim havia sido escolhida para comandar a Secretaria Nacional de Aviação Civil, a ser criada na estrutura do ministério, segundo a assessoria de imprensa do ministério. Mas, diante da dificuldade para encontrar pessoas que aceitassem assumir uma das diretorias da agência reguladora, após a renúncia de três diretores, Jobim decidiu indicar a economista para o cargo. Uma da três vagas será ocupada pelo major-brigadeiro Allemander Jesus Pereira Filho, indicado para exercer o cargo em substituição a Jorge Luiz Brito Velozo, que pediu demissão no final do mês passado. Também renunciaram ao cargo de diretor da Anac Denise Abreu e Leur Lomanto.
47;"O presidente Luiz Inácio Lula da Silva afirmou nesta segunda-feira, durante o programa de rádio ""Café com o Presidente"", que vai anunciar obras de infra-estrutura que transformarão o Brasil em um ""verdadeiro canteiro de obras"". ""Quando eu voltar desta viagem pela América Central, nós vamos começar a anunciar as obras de infra-estrutura no que diz respeito a estradas, às ferrovias, a gasodutos, a tudo, a portos, a aeroportos, ou seja, tudo que tiver de infra-estrutura na área de transportes nós vamos anunciar também e começar a liberar o dinheiro para que as obras comecem a acontecer. Algumas já estão em andamento, outras vão começar a andar agora, outras ainda precisam de licenciamento. O dado concreto é que nós vamos fazer deste país um verdadeiro canteiro de obras em se tratando de infra-estrutura"", disse. Lula disse que a prioridade é a realização de obras nas regiões metropolitanas de grandes centros urbanos. ""Nós demos prioridade para regiões metropolitanas dos grandes centros urbanos brasileiros porque é lá que está o maior problema de degradação da moradia, degradação da estrutura familiar, violência, crime, narcotráfico, ou seja, quando nós chegarmos com urbanização de uma favela, o saneamento básico, junto vai chegar uma escola, junto vai chegar uma área de lazer, junto vai chegar um ponto de cultura, junto vai chegar, sabe, uma melhoria na segurança pública naquele bairro. E a novidade é o compromisso dos governadores."" O presidente afirmou ainda que o critério para os municípios e Estados contemplados com obras é técnico. ""O critério é eminentemente técnico, ou seja, eu não quero saber se o prefeito é do PFL, do PT, do PMDB, do PSDB, do PTB, do PR, do PC do B. Eu quero saber se aquela cidade tem as condições técnicas que permitem que este dinheiro seja aplicado e se tem o processo de necessidade da população. Então, o critério é um critério técnico. Ou seja, nós olhamos para a cara da população, para as necessidades da população e aí, se tiver o problema, recebe o dinheiro."""
48;"A lista dos chamados exoplanetas, mundos localizados fora do sistema solar, têm um extraordinário novo membro. Usando telescópios do Observatório Europeu Sul (ESO), astrônomos descobriram um planeta com sete vezes a massa de Júpiter, o mais pesado dos que giram em torno do Sol, e outro, com o dobro desse peso. Ambos os mundos têm massa semelhante à de outros exoplanetas já catalogados, mas não giram em torno de uma estrela - na verdade, giram em torno um do outro. O pesquisadores Ray Jayawardhana e Valentin D. Ivanov informam a descoberta na edição de quinta-feira do serviço online Science Express, mantido pela revista Science. ""É um par de irmãos admirável, cada um com cerca de 1% da massa do Sol"", disse Jayawardhana. ""A mera existência é uma surpresa, e a origem e o destino são um mistério"". Cerca de metade das estrelas do tamanho do Sol existem em pares. O mesmo ocorre com um sexto das anãs marrons, corpos pesados o suficiente para gerar calor, mas não o bastante para iniciar uma reação de fusão nuclear como as estrelas ""legítimas"". Nos últimos cinco anos, astrônomos identificaram algumas dezenas de objetos ainda menores que anãs marrons que não estão presos a nenhum sistema estelar, apelidados de objetos de massa planetária, ou planemos, localizados nos arredores de regiões de formação de estrelas. O mais recente, Oph 162225-240515, é o primeiro planemo duplo. Comparando os dados obtidos via telescópio com modelos teóricos, Jayawardhana e Ivanov estimaram a massa dos componentes do par e concluíram que o planemo duplo é jovem em termos cósmicos, com cerca de um milhão de anos. Os dois estão separados por uma distância de seis vezes a que existe entre o Sol e Plutão e ficam no berçário de estrelas de Ophiuchus, a 400 anos-luz da Terra. Acredita-se que planetas nascem das nuvens de poeira que circulam estrelas, anãs marrons e, até, alguns planemos que flutuam livres pelo espaço. Mas ""é provável que estes planemos irmãos se formaram juntos, a partir de uma nuvem de gás em contração que se partiu em duas, como uma estrela binária em miniatura"", disse Jayawardhana. ""Estamos resistindo à tentação de chamar o par de planeta duplo porque ele provavelmente não se formou do jeito que os planetas no nosso sistema solar apareceram"", acrescenta Ivanov."
49;A seleção brasileira masculina de vôlei conseguiu, nesta sexta-feira, a sétima vitória consecutiva na Liga Mundial ao derrotar a Finlândia por 3 sets a 0 - parciais de 25/17, 25/22 e 25/21 -, em jogo realizado na cidade de Tampere, na Finlândia. Invicto na competição, o Brasil está tranqüilo na liderança do Grupo B. Os finlandeses estão na terceira colocação, com três vitórias e quatro derrotas. Portugal e Argentina - que duelam duas vezes neste final de semana, em Portugal - completam a chave. O time comandado pelo treinador Bernardinho só encontrou um pouco mais de dificuldades no segundo set. No terceiro, mesmo com vários reservas como o levantador Marcelinho e Samuel, os brasileiros conseguiram fechar a partida com tranqüilidade. Brasil e Finlândia se enfrentarão novamente neste sábado, às 12h30 (horário de Brasília), com transmissão ao vivo do canal de TV a cabo SporTV. Nas duas últimas rodadas da fase de classificação da Liga Mundial, a seleção brasileira receberá portugueses e finlandeses. A fase final da competição deste ano acontecerá na Rússia.
50;"A PF (Polícia Federal) prendeu na manhã desta sexta-feira 23 pessoas suspeitas de envolvimento em esquema da Assembléia Legislativa do Estado de Rondônia para desvio de recursos públicos e influência indevida sobre Poder Judiciário, Ministério Público, Tribunal de Contas e Poder Executivo do Estado. Entre os presos estão o presidente do TJ (Tribunal de Justiça) de Rondônia, desembargador Sebastião Teixeira Chaves, e o presidente da Assembléia Legislativa, deputado José Carlos de Oliveira. A polícia informou que o grupo já desviou R$ 70 milhões. Também foram presos o juiz José Jorge Ribeiro da Luz, o conselheiro do Tribunal de Contas Edilson de Souza Silva, o procurador de Justiça José Carlos Vitachi, o diretor geral da Assembléia Legislativa, José Ronaldo Palitot, servidores, assessores e familiares de deputados. Oito dos presos pela PF serão mandados para Brasília. Os outros ficarão em Rondônia. Segundo a polícia, a Assembléia Legislativa fazia contratos com base em licitações ""viciadas e fraudulentas"". Os recursos públicos eram desviados para pagamentos de serviços, compras e obras supostamente superfaturadas. A polícia informou que, em alguns casos, objetos de contratos nem eram entregues e serviços não eram feitos. As informações coletadas pela PF durante as investigações foram enviadas ao TJ (Tribunal de Justiça) do Estado de Rondônia e ao STJ (Superior Tribunal de Justiça). A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema. Ao menos 300 policiais de Amapá, Distrito Federal, Mato Grosso, Acre e Rondônia trabalharam na Operação Dominó."
